Ticker,Current Price,Open Price,Previous Close,Day High,Day Low,52W High,52W Low,Circuit Status,Circuit Event,Promoter Holding,FII Holding,DII Holding,Public Holding
RELIANCE.NS,1537.6,1536.0,1541.5,1544.9,1530.2,1605.85,1114.85,---,Normal,N/A,N/A,N/A,N/A
TCS.NS,3406.2,3405.0,3411.7,3425.0,3393.4,4592.25,3056.05,---,Normal,N/A,N/A,N/A,N/A
INFY.NS,1638.7,1628.0,1627.0,1646.2,1621.5,2006.45,1307.0,---,Normal,N/A,N/A,N/A,N/A
